id,birth_year,last_name,category,gender,weight,height,pro_agility_l,pro_agility_r,broad_jump,vertical_jump,dash_10yd,shuttle_100yd,shuttle_150yd,shuttle_300yd,flexed_arm_hang,pull_ups,ue_watt,le_watt,demo_edu,demo_income,demo_fin_support,demo_sports_access,demo_years_org_sport,demo_race_asian,demo_race_black,demo_race_hispanic,demo_race_native,demo_race_pacific,demo_race_white,mtq1,mtq2,mtq3,mtq4,mtq5,mtq6,mtq7,mtq8,mtq9,mtq10,grt1,grt2,grt3,grt4,grt5,grt6,grt7,grt8,res1,res2,res3,res4,res5,res6,res7,res8,res9,res10,se1,se2,se3,se4,se5,se6,sms1,sms2,sms3,sms4,sms5,sms6,sms7,sms8,sms9,sms10,sms11,sms12,sms13,sms14,sms15,sms16,sms17,sms18,twc1,twc2,twc3,twc4,twc5,hst_age_first_league,hst_age_regular_hky,hst_age_supervised,hst_age_main_sport,hst_practice_hrs_band,hst_game_hrs_band,hst_hky_8plus_months,hst_multi_sport_level,hst_effort,hst_focus,hst_enjoyment,hst_camps_freq,hst_relocated,hst_injury_count_12_16,hst_days_missed_2y,hst_comp_level,hst_age_first_at_level,cog_refocus_speed,cog_stay_locked_in,sleep_hrs_band,nut_balanced_meals,nut_hydration_freq,nut_post_snack_freq,nut_knowledge_conf,nut_limiting_factors,nut_energy_mornings,cog_game_recognition,cog_puck_decision_conf,cog_decision_effectiveness,cog_pregame_anxiety,cop_breathing,cop_self_talk,cop_visualization,cop_talk_teammate_coach,cop_other,coach_comfort_asking,coach_understands_you,target_pro_success,weight_abs_impr,weight_rel_impr_pct,weight_impr_per_year,height_abs_impr,height_rel_impr_pct,height_impr_per_year,pro_agility_l_abs_impr,pro_agility_l_rel_impr_pct,pro_agility_l_impr_per_year,pro_agility_r_abs_impr,pro_agility_r_rel_impr_pct,pro_agility_r_impr_per_year,broad_jump_abs_impr,broad_jump_rel_impr_pct,broad_jump_impr_per_year,vertical_jump_abs_impr,vertical_jump_rel_impr_pct,vertical_jump_impr_per_year,dash_10yd_abs_impr,dash_10yd_rel_impr_pct,dash_10yd_impr_per_year,shuttle_100yd_abs_impr,shuttle_100yd_rel_impr_pct,shuttle_100yd_impr_per_year,shuttle_150yd_abs_impr,shuttle_150yd_rel_impr_pct,shuttle_150yd_impr_per_year,shuttle_300yd_abs_impr,shuttle_300yd_rel_impr_pct,shuttle_300yd_impr_per_year,flexed_arm_hang_abs_impr,flexed_arm_hang_rel_impr_pct,flexed_arm_hang_impr_per_year,pull_ups_abs_impr,pull_ups_rel_impr_pct,pull_ups_impr_per_year,ue_watt_abs_impr,ue_watt_rel_impr_pct,ue_watt_impr_per_year,le_watt_abs_impr,le_watt_rel_impr_pct,le_watt_impr_per_year,cat_progression,num_tests,time_span_years,ever_promoted_between_tests
Athlete_545,2004,Last545,Under 16 Boys,0,156,180.8,4.62,4.89,88.8,15.3,2,25.33,36.31,48.15,19.7,10,667,517,4,2,2,2,4,0,1,0,0,0,0,3,3,4,5,1,3,4,1,2,4,2,5,2,5,4,1,3,1,1,5,2,5,2,2,4,4,3,2,2,2,2,3,2,2,5,2,4,1,1,1,5,4,6,7,1,5,2,5,5,4,5,2,5,1,4,3,5,9,8,12,15,4,3,0,1,1,2,3,3,0,4,178,4,17,3,2,4,0,3,2,2,1,4,2,3,3,4,0,0,1,0,1,1,5,0,-1,-0.6,-0.33,-1.8,-1,-0.61,-0.32,-7,-0.108,0.22,4.6,0.075,-6.1,-6.9,-2.04,0.1,0.3,0.02,0.542,27.1,0.181,1.09,4.3,0.364,-0.35,-1,-0.117,-0.55,-1.1,-0.184,15.8,80.3,5.27,-0.4,-3.7,-0.12,-21.5,-3.2,-7.16,-121.1,-23.4,-40.36,4,4,3,1
Athlete_546,2007,Last546,Under 15 Boys,1,122.1,153.2,5.22,5.12,83,19.4,1.83,23.82,34.55,60.17,0,8,547,517,4,5,0,2,2,0,0,0,0,0,1,1,3,3,3,4,2,1,4,4,5,3,2,3,1,4,4,5,1,3,2,3,1,4,1,4,5,3,1,5,3,3,5,4,4,4,2,4,1,7,4,3,3,7,5,2,1,2,4,4,7,6,3,4,1,4,2,3,9,9,9,14,2,3,1,1,2,4,1,1,1,5,45,5,15,2,5,5,0,3,5,1,0,5,1,2,5,4,1,0,1,1,0,4,4,1,-5,-4.1,-0.99,3.3,2.2,0.66,-0.38,-7.3,-0.076,0.44,8.7,0.089,17.6,21.2,3.51,4.5,23.4,0.9,-0.001,-0.1,0,0.91,3.8,0.181,2.59,7.5,0.518,-1.54,-2.6,-0.308,0.6,55.9,0.11,2.4,29.2,0.47,-43.7,-8,-8.74,37.7,7.3,7.55,-1,2,5,1
Athlete_547,2005,Last547,Under 12 Girls,1,182.8,151.1,4.86,5.09,95.2,23.1,1.72,23.57,35.57,48.57,37.3,14,664,840,2,4,0,5,4,0,0,0,0,0,1,1,3,3,5,1,1,2,3,2,5,1,3,2,1,5,4,5,3,5,4,4,4,1,2,4,5,5,4,4,5,2,1,4,2,3,2,5,3,6,7,2,3,6,4,6,2,5,4,2,7,7,2,2,4,1,1,3,7,8,12,11,4,3,0,0,4,2,4,1,1,3,25,2,12,4,3,2,1,4,3,5,0,2,3,2,4,3,0,1,1,1,1,1,1,0,12.6,6.9,2.53,-7.7,-5.1,-1.55,0.26,5.3,0.051,0.17,3.4,0.034,-0.7,-0.7,-0.14,1.6,7,0.32,-0.206,-11.9,-0.041,-1.86,-7.9,-0.372,-1.17,-3.3,-0.234,-1.49,-3.1,-0.299,-4.8,-12.9,-0.96,5.1,36.2,1.02,200.5,30.2,40.11,140.4,16.7,28.08,2,2,5,0
Athlete_548,2011,Last548,Peewee Minor,0,177.5,179.3,5.02,5.1,85.1,28.8,1.8,19.31,29.66,50.06,27.4,3,357,546,3,4,2,3,2,0,0,0,0,0,0,2,2,3,2,5,4,5,2,1,2,3,3,4,1,4,1,4,3,4,3,2,5,3,5,3,3,3,5,3,1,5,2,4,3,1,1,1,2,2,2,1,7,7,4,1,1,1,6,1,5,1,4,2,5,4,4,4,4,10,10,8,4,4,1,1,2,3,1,3,1,6,185,2,10,5,2,4,1,5,4,5,0,1,4,3,4,1,0,1,1,0,0,4,5,0,1,0.6,0.17,0.1,0.1,0.02,-0.26,-5.1,-0.043,-0.18,-3.6,-0.03,-3.9,-4.5,-0.64,3.3,11.5,0.55,0.011,0.6,0.002,0.31,1.6,0.051,0.13,0.4,0.022,0.84,1.7,0.139,11.9,43.5,1.99,-3.7,-118,-0.62,-96.2,-26.9,-16.03,77.6,14.2,12.94,1,2,6,1
Athlete_549,2010,Last549,Under 18 Boys,1,155.9,153.3,5.16,4.86,93.5,15.5,1.66,21.58,30.16,68.64,25.6,4,216,748,4,4,2,3,1,0,0,0,0,0,0,2,5,3,4,1,5,5,1,4,3,2,5,2,4,5,4,2,5,3,5,1,2,2,2,3,1,2,5,2,5,2,1,1,2,5,6,3,2,2,5,4,1,6,3,5,6,3,5,6,2,7,5,2,3,4,2,4,8,6,14,12,2,1,0,2,2,2,3,3,1,0,142,1,14,2,1,2,0,5,1,4,0,5,5,1,3,2,1,1,1,1,1,1,2,1,-19.2,-12.3,-4.79,2.4,1.5,0.59,-0.37,-7.1,-0.092,0.23,4.8,0.059,15.4,16.5,3.85,-0.8,-4.9,-0.19,0.032,1.9,0.008,1.75,8.1,0.437,-0.96,-3.2,-0.241,7.49,10.9,1.872,5.6,21.7,1.39,3.2,79.3,0.81,49.2,22.8,12.31,-38.7,-5.2,-9.67,4,3,4,1
Athlete_550,2007,Last550,Under 19 Girls,1,106.1,166.4,5.28,5.47,80.5,22.9,1.82,22.15,37.15,47.66,20.5,10,409,684,4,5,1,2,1,1,0,0,0,0,1,3,5,3,3,4,1,3,2,5,1,2,5,4,5,5,4,1,5,4,2,3,2,2,5,5,1,3,4,4,1,3,4,3,5,4,7,1,7,6,3,1,6,3,2,3,4,7,4,7,3,7,4,3,1,4,1,4,10,10,9,11,2,3,0,0,2,4,1,3,1,0,122,3,15,1,4,3,1,4,5,2,0,4,1,5,5,2,1,1,1,0,1,3,2,0,-9.5,-8.9,-9.46,-4.6,-2.8,-4.58,-0.15,-2.8,-0.15,0.61,11.2,0.613,3.1,3.8,3.09,-5.6,-24.6,-5.63,0.212,11.6,0.212,1.83,8.3,1.833,1.38,3.7,1.378,7.69,16.1,7.688,-2.3,-11,-2.25,6.1,58.6,6.14,69.6,17,69.59,166,24.3,165.98,-1,3,1,1
Athlete_551,2006,Last551,Under 16 Boys,0,123.9,168.8,4.54,5.32,92.5,30.2,2.03,25.33,34,48.28,0,4,481,946,4,2,0,3,4,0,0,0,0,1,1,3,2,1,5,4,3,2,1,1,1,3,2,2,5,5,3,2,5,4,2,5,1,1,2,4,5,3,5,3,1,3,4,1,5,4,5,5,1,2,7,3,7,6,1,3,4,2,1,6,2,5,6,1,2,5,4,5,10,9,11,16,1,3,1,1,3,4,5,3,1,4,72,5,18,3,1,5,1,3,1,2,0,4,2,2,1,3,1,0,1,0,1,4,3,1,4.9,4,0.98,-6,-3.6,-1.21,-0.03,-0.6,-0.006,-0.09,-1.7,-0.018,6.1,6.6,1.22,-1.8,-5.9,-0.35,-0.232,-11.5,-0.046,1.24,4.9,0.248,2.67,7.8,0.534,-0.47,-1,-0.093,-14.1,-1412.6,-2.83,-2.6,-68.6,-0.53,-182.7,-38,-36.54,48.9,5.2,9.79,2,1,5,0
Athlete_552,2009,Last552,Under 14 Girls,0,174.4,164.1,4.57,4.55,85,20.2,1.75,25.33,28.8,36.84,54.4,9,620,517,5,4,1,4,5,0,0,0,0,0,1,4,1,1,4,2,2,5,5,5,2,5,3,3,2,1,3,4,4,2,3,4,1,2,1,5,4,1,4,2,1,2,4,1,2,2,5,5,2,3,3,2,4,7,3,4,2,3,1,6,1,2,6,1,1,4,5,1,8,11,13,15,2,4,0,0,2,5,3,2,0,7,150,4,14,3,3,1,0,1,4,1,1,5,1,1,3,5,0,1,1,1,0,3,1,1,5.1,2.9,1.03,0.3,0.2,0.06,-0.49,-10.8,-0.099,0.14,3.1,0.028,-5.7,-6.7,-1.13,0.2,0.8,0.03,-0.072,-4.1,-0.014,1.13,4.5,0.227,0.96,3.3,0.192,-4.36,-11.8,-0.871,6.9,12.6,1.37,1.8,19.1,0.35,-177.2,-28.6,-35.44,255.7,49.4,51.13,3,4,5,1
Athlete_553,2007,Last553,Bantam Major,1,192.8,164.6,5.08,5.21,106.6,27,1.83,22.52,34.21,46.45,22.6,8,659,660,3,2,2,4,3,0,0,0,0,0,1,3,4,4,1,4,2,2,1,3,1,3,2,1,5,4,5,2,1,3,2,5,3,4,5,1,3,1,2,2,1,1,5,3,2,2,7,5,7,6,1,4,1,7,1,4,3,2,5,2,5,7,5,2,4,2,4,1,4,12,11,13,1,4,0,0,2,3,5,3,1,4,126,2,18,1,2,5,1,3,5,2,0,1,2,1,1,2,1,0,0,1,1,1,5,1,3,1.6,0.6,3,1.8,0.61,0.18,3.5,0.036,0.13,2.5,0.026,10.8,10.1,2.15,1.5,5.4,0.29,-0.048,-2.6,-0.01,-0.78,-3.5,-0.156,0.26,0.8,0.052,-0.25,-0.5,-0.049,51.7,229.1,10.33,0.2,2.6,0.04,73.8,11.2,14.77,76.4,11.6,15.27,1,3,5,0
Athlete_554,2004,Last554,Under 16 Boys,0,157.4,186.7,5.39,4.76,72.5,7.2,1.98,25.04,35.59,45.38,38.1,0,683,1034,4,3,0,5,5,0,1,0,0,0,1,4,2,2,5,3,2,1,1,3,1,1,3,3,5,3,3,3,1,5,4,2,5,5,4,3,1,5,3,1,2,4,5,5,3,3,5,7,3,6,7,3,7,6,3,2,6,2,6,3,6,7,1,1,5,5,4,4,4,12,14,8,5,5,1,2,4,1,2,2,0,3,197,4,18,2,2,1,1,4,5,5,0,4,2,1,1,5,1,0,0,0,1,5,1,1,3.4,2.1,0.67,3.6,1.9,0.71,0.21,4,0.043,0.27,5.6,0.054,-3.3,-4.5,-0.66,-0.1,-1.9,-0.03,0.215,10.8,0.043,1.46,5.8,0.293,0.05,0.1,0.009,-0.8,-1.8,-0.161,-1.5,-4,-0.3,1.1,730.9,0.22,-124.9,-18.3,-24.99,0.8,0.1,0.16,3,1,5,0
Athlete_555,2009,Last555,Under 19 Girls,1,181.2,139.6,5.34,5.89,95.2,27,2.1,24.75,35.07,68.61,51.4,11,730,852,3,4,2,4,3,0,1,0,0,0,1,5,1,3,4,4,1,4,4,5,1,3,3,1,5,5,3,4,1,5,4,1,4,1,2,5,1,3,5,1,5,5,4,3,3,6,7,6,4,6,3,2,3,1,7,3,1,5,1,7,3,1,6,3,4,1,4,4,7,9,10,8,2,3,0,2,1,2,5,3,0,1,53,2,12,1,4,1,0,5,2,3,0,4,3,3,3,2,1,0,1,0,0,2,1,0,-8.1,-4.5,-8.13,-2,-1.4,-2.02,-0.18,-3.3,-0.176,-0.12,-2,-0.118,8.6,9,8.58,5.8,21.6,5.83,0.242,11.5,0.242,1.88,7.6,1.878,0.83,2.4,0.833,-0.71,-1,-0.713,10,19.5,10.02,3.8,36,3.79,-41.2,-5.6,-41.21,-174.5,-20.5,-174.46,-1,1,1,0
Athlete_556,2009,Last556,Squirt Minor,0,134.8,180.6,5.56,5.02,86.4,19.8,1.72,21.61,32.56,64.68,47.3,13,611,596,5,1,1,3,3,1,0,0,0,0,0,1,3,4,5,5,5,2,2,2,1,5,4,1,2,2,4,2,2,1,4,2,5,3,4,3,1,3,2,4,3,5,2,2,3,6,3,7,2,3,7,3,2,3,1,7,6,7,5,7,4,4,5,1,3,3,4,3,6,7,12,11,5,2,0,0,1,3,1,3,0,10,7,2,14,1,1,1,0,5,5,1,0,1,3,1,3,2,0,0,1,0,0,1,5,1,-0.2,-0.2,-0.21,1.1,0.6,1.05,0.24,4.3,0.24,0,0,-0.002,6.3,7.3,6.29,-5.1,-26,-5.14,0.057,3.3,0.057,0.42,1.9,0.42,-0.73,-2.2,-0.728,-4.91,-7.6,-4.913,-8.2,-17.4,-8.23,-4.8,-36.1,-4.8,-268,-43.9,-267.95,188.7,31.6,188.7,1,4,1,0
Athlete_557,2004,Last557,Peewee Major,0,145.3,197.5,5.72,5.05,83,10.7,1.85,18.77,29.96,45.11,33.1,9,520,913,1,4,1,4,3,0,0,0,0,0,1,3,3,5,2,4,3,5,5,5,2,2,2,3,5,1,3,3,3,2,3,2,5,3,2,1,2,2,3,3,5,3,3,4,1,7,5,3,6,5,5,6,4,7,7,6,5,6,5,1,7,1,7,4,5,2,3,3,10,9,8,15,3,2,1,2,4,3,2,1,1,10,137,1,13,3,5,2,1,1,3,2,1,1,4,1,2,3,0,0,1,1,0,5,1,1,-11,-7.6,-11.03,-4.2,-2.1,-4.2,-0.46,-8.1,-0.461,0.59,11.6,0.588,17,20.5,16.99,-7,-65.6,-6.99,0.233,12.6,0.233,0.51,2.7,0.51,2.45,8.2,2.447,-0.18,-0.4,-0.185,52.7,159.3,52.68,-1.5,-17.4,-1.52,-115.3,-22.2,-115.33,146.8,16.1,146.84,3,3,1,0
Athlete_558,2010,Last558,Bantam Major,0,150,170.3,5.4,5.24,74.1,23.7,1.72,21.67,33.78,70.59,30.1,2,391,872,5,2,0,2,5,0,0,0,0,1,1,2,2,4,2,3,3,4,3,2,2,5,2,1,4,5,2,4,5,3,3,2,5,2,4,1,4,3,3,3,4,3,3,3,5,7,3,3,5,7,6,2,5,1,7,5,1,7,7,3,4,1,2,4,1,2,4,3,7,7,9,13,3,1,0,0,2,1,5,3,1,7,15,2,13,4,3,3,0,5,4,3,1,2,3,2,1,2,0,1,0,1,1,1,5,1,-7.6,-5.1,-1.52,5.2,3.1,1.05,-0.16,-3,-0.033,0.21,4,0.042,9.8,13.2,1.95,-0.7,-3,-0.14,0.038,2.2,0.008,-0.15,-0.7,-0.03,2.62,7.8,0.524,-1.9,-2.7,-0.379,-20.9,-69.5,-4.18,-4.1,-174.5,-0.83,-34.4,-8.8,-6.88,203.5,23.3,40.71,1,2,5,1
Athlete_559,2008,Last559,Squirt Major,1,160.6,169.8,5.19,5.13,86.2,25,1.71,19.62,38.67,61.16,34.7,11,605,582,5,5,1,5,2,0,0,0,0,0,1,2,5,3,2,3,4,3,5,1,2,1,3,2,4,1,2,4,1,4,1,3,1,1,3,1,1,4,2,3,4,5,1,2,5,3,6,5,3,7,4,3,4,3,4,5,7,6,5,3,3,6,6,2,2,3,2,2,9,8,8,14,1,5,0,0,5,3,1,2,0,8,1,2,15,3,4,3,1,5,2,5,1,2,4,1,1,4,1,0,1,1,1,5,2,0,-8.3,-5.2,-8.34,-1.7,-1,-1.69,-0.05,-0.9,-0.048,-0.18,-3.5,-0.18,-0.2,-0.2,-0.21,-2.7,-10.8,-2.69,0.037,2.1,0.037,0.18,0.9,0.184,1.49,3.9,1.489,0.16,0.3,0.165,-8.3,-23.8,-8.25,-0.9,-8.5,-0.93,99.9,16.5,99.85,-78.1,-13.4,-78.11,2,1,1,0
Athlete_560,2010,Last560,Under 14 Girls,0,111.8,178.7,4.79,5.18,63.2,25.8,1.75,22.98,32.73,53.66,43.9,4,430,972,5,2,1,3,4,0,0,0,0,0,1,2,4,2,4,5,1,2,1,3,4,5,5,4,5,3,2,4,3,2,3,2,1,3,1,4,3,5,4,2,5,5,3,1,1,7,5,2,2,4,4,4,4,7,5,3,4,6,5,6,3,4,4,5,5,4,3,1,8,10,13,11,3,4,1,2,3,2,5,2,0,7,20,4,10,1,1,4,1,1,3,5,1,2,4,3,5,3,0,1,0,1,0,5,3,1,-7.7,-6.8,-3.83,3.8,2.1,1.91,0.02,0.4,0.01,0.24,4.6,0.12,-10.5,-16.6,-5.24,0.1,0.5,0.06,-0.448,-25.6,-0.224,-0.31,-1.4,-0.157,1.2,3.7,0.602,-4.56,-8.5,-2.278,-27.7,-63.1,-13.87,5.7,149.2,2.83,188.8,43.9,94.39,-156.3,-16.1,-78.13,0,2,2,1
Athlete_561,2010,Last561,Under 16 Boys,0,173.5,191.9,4.82,5.83,64.4,25.7,1.71,23.5,29.32,61.46,38.9,7,385,968,5,4,2,4,1,0,0,0,0,0,0,2,3,3,3,3,5,2,1,2,2,2,1,2,2,2,1,1,5,2,5,3,4,3,2,1,5,1,4,5,5,2,1,5,4,7,1,6,2,3,3,1,5,4,2,7,1,2,1,7,7,5,2,3,3,4,3,3,10,6,10,11,3,5,0,1,3,2,1,2,1,0,96,4,10,4,1,1,0,5,2,2,0,5,2,3,3,3,0,1,1,1,1,4,4,0,-2.8,-1.6,-0.46,-0.8,-0.4,-0.13,0.34,7.1,0.057,0.02,0.4,0.004,-3,-4.7,-0.5,2.6,10.1,0.43,-0.167,-9.7,-0.028,0.47,2,0.079,-0.62,-2.1,-0.103,0.13,0.2,0.021,10.9,28.1,1.82,-3.1,-42.5,-0.52,-69.8,-18.1,-11.64,203.1,21,33.86,4,3,6,1
Athlete_562,2009,Last562,Peewee Minor,0,183.1,155.7,5.01,5.3,89.4,19.7,1.55,23.38,33.53,58.08,23.1,10,590,769,5,4,1,1,1,0,0,0,0,0,0,3,1,5,1,3,3,4,5,1,1,2,1,3,4,4,3,2,1,4,1,3,2,2,2,2,3,1,1,2,3,5,4,2,2,3,5,4,7,4,7,2,2,1,7,3,7,2,3,5,4,1,4,3,2,5,2,5,8,11,11,11,4,1,1,1,3,4,5,2,0,5,82,1,13,5,3,3,1,2,1,1,0,1,1,5,1,2,0,0,0,1,0,3,1,1,-1.7,-0.9,-1.65,-1,-0.6,-0.97,-0.1,-1.9,-0.098,0.46,8.7,0.463,-6.9,-7.7,-6.86,10.7,54.4,10.71,-0.213,-13.8,-0.213,-0.18,-0.8,-0.18,2.72,8.1,2.719,-3.57,-6.1,-3.57,2.9,12.4,2.87,-1.4,-14.7,-1.4,132.7,22.5,132.69,1.8,0.2,1.78,2,4,1,0
Athlete_563,2006,Last563,Peewee Major,1,121.3,171.1,5.31,5.54,62.2,16.2,1.51,23.42,26.96,49.05,36.9,5,536,1034,2,1,2,5,3,0,0,1,1,0,0,5,1,3,2,3,3,4,4,3,1,3,3,2,5,1,5,4,4,1,1,2,5,2,4,3,3,4,2,1,4,4,5,2,4,7,1,5,2,1,6,1,2,5,3,7,5,1,6,7,3,2,5,1,3,3,1,4,10,8,10,12,2,4,0,1,2,4,1,1,0,0,154,3,17,3,3,5,0,1,5,4,0,2,3,4,4,2,0,1,1,0,0,2,3,1,-7.3,-6.1,-2.45,4.9,2.8,1.62,-0.3,-5.6,-0.1,-0.48,-8.6,-0.159,15.1,24.2,5.02,-5.2,-32,-1.73,0.106,7,0.035,-1.53,-6.5,-0.511,-2.08,-7.7,-0.693,-2.44,-5,-0.815,7,18.9,2.33,-1.8,-37.8,-0.61,-8.9,-1.7,-2.97,-356.4,-34.5,-118.8,1,2,3,1
Athlete_564,2006,Last564,Under 18 Boys,0,116.1,167.8,5.29,5.66,98.1,17.6,1.7,25.33,33.06,41.21,35.8,1,630,517,1,3,1,2,5,0,0,0,0,0,0,4,5,3,1,3,1,2,5,4,5,5,4,5,5,1,1,2,3,2,3,3,3,2,2,2,1,4,4,4,5,1,5,4,1,5,3,1,3,3,1,7,7,6,6,2,7,4,5,7,1,6,6,4,1,4,3,1,8,11,13,15,4,1,1,1,2,5,3,3,0,7,140,2,17,4,3,5,0,2,1,4,0,3,3,2,1,3,0,0,0,0,0,3,2,1,11.2,9.6,3.73,-2.6,-1.5,-0.86,0.06,1.2,0.021,0.03,0.6,0.012,-4.4,-4.5,-1.48,-4.2,-24,-1.41,0.029,1.7,0.01,-0.63,-2.5,-0.209,-1.09,-3.3,-0.364,-1.9,-4.6,-0.634,0.4,1,0.12,1.2,99.9,0.41,-31.1,-4.9,-10.38,97.3,18.8,32.43,2,2,3,0
Athlete_565,2009,Last565,Bantam Minor,0,158.8,176.7,5.2,4.82,77.6,19.7,1.82,21.13,30.86,47.9,40.7,7,398,990,3,5,1,5,1,0,0,0,0,0,0,2,1,4,3,4,1,2,1,1,4,1,1,1,1,4,5,1,5,2,5,5,2,2,4,1,4,1,4,4,2,1,2,5,1,3,1,4,7,5,2,4,2,7,1,3,7,3,7,3,7,7,7,5,5,5,4,4,5,12,9,9,3,4,0,0,5,1,1,1,1,5,166,2,16,2,4,5,0,4,2,1,1,5,3,5,1,3,0,1,0,1,1,2,2,0,-4,-2.5,-3.98,3.9,2.2,3.88,0.05,0.9,0.046,0.3,6.2,0.298,-22.7,-29.2,-22.67,-0.2,-1.1,-0.22,-0.206,-11.3,-0.206,0.4,1.9,0.405,3.16,10.3,3.164,-1.6,-3.3,-1.604,24,59.1,24.03,-0.9,-12.9,-0.95,-29.6,-7.4,-29.62,-184.6,-18.6,-184.64,0,4,1,0
Athlete_566,2004,Last566,Under 14 Girls,0,133.6,171.9,5.14,5.88,83.9,21.8,1.98,25.33,36.1,55.03,33.1,8,676,754,3,2,0,3,1,0,0,1,0,0,1,4,3,5,4,5,1,4,4,3,1,5,1,4,2,2,2,4,5,1,1,1,5,1,1,4,5,4,3,1,4,4,2,1,4,6,5,2,4,1,1,2,1,2,6,7,1,6,3,2,4,3,3,2,2,1,1,3,7,11,11,14,4,5,1,2,4,4,4,3,1,0,188,1,17,1,3,3,1,1,5,2,0,1,5,2,3,2,0,0,0,0,1,3,4,1,15.7,11.7,15.66,-1.1,-0.6,-1.05,0.13,2.6,0.132,-0.37,-6.3,-0.373,3.7,4.5,3.74,-5.8,-26.6,-5.82,0.021,1.1,0.021,0.2,0.8,0.203,-0.62,-1.7,-0.621,-1.6,-2.9,-1.596,21.2,64.1,21.24,-2.3,-30.4,-2.35,-31.3,-4.6,-31.29,208.4,27.6,208.35,-1,3,1,0
Athlete_567,2005,Last567,Under 15 Boys,1,90.7,177.9,5.45,5.48,81.8,17.5,1.73,18.91,32.54,52.26,51.1,5,557,570,1,2,2,5,3,0,0,0,1,0,1,2,1,4,5,5,4,4,2,5,4,1,5,5,2,3,4,2,4,3,3,2,5,1,4,3,4,4,1,5,3,1,5,1,2,5,3,2,5,2,7,3,4,1,6,7,3,5,3,6,1,1,3,5,5,2,3,1,6,10,10,8,1,1,1,1,1,3,3,1,1,4,22,1,17,2,5,1,1,2,5,2,0,2,5,1,2,5,1,1,1,1,0,1,2,1,10.4,11.4,10.36,-2.6,-1.5,-2.61,-0.1,-1.8,-0.099,-0.22,-4,-0.217,8,9.8,8,-3,-17.1,-2.99,-0.014,-0.8,-0.014,1.46,7.7,1.457,-1.22,-3.7,-1.217,-1.64,-3.1,-1.645,18.2,35.6,18.18,-2.3,-51,-2.31,-156.2,-28.1,-156.22,161.9,28.4,161.94,2,3,1,0
Athlete_568,2008,Last568,Bantam Major,0,170.2,164.9,5.28,5.59,85.9,20.1,1.78,24.11,36.48,49.24,33.1,5,479,654,5,3,0,1,3,0,0,1,0,0,0,3,4,2,1,4,1,4,1,5,4,2,2,2,2,1,5,3,2,2,5,3,3,5,1,4,3,2,4,3,5,4,1,2,2,2,4,4,3,4,3,5,7,3,4,1,4,1,7,3,2,6,2,3,1,3,1,1,6,12,12,12,3,5,1,2,3,1,3,2,0,4,118,2,10,4,3,1,1,5,3,5,0,2,2,2,3,1,1,0,1,0,1,5,3,0,-11.5,-6.8,-3.84,-2.5,-1.5,-0.83,0.05,1,0.017,0.15,2.6,0.049,-9.1,-10.6,-3.03,5.1,25.2,1.69,0.09,5.1,0.03,0.96,4,0.32,-2.47,-6.8,-0.823,-1.8,-3.7,-0.6,-39.9,-120.7,-13.3,-0.5,-9.8,-0.16,-15.5,-3.2,-5.17,-288,-44,-96.01,2,1,3,0
Athlete_569,2011,Last569,Under 16 Girls,1,153.9,170.6,5.32,4.86,77.5,24.2,1.9,25.09,38.67,62.76,43.7,11,392,1090,5,5,0,3,3,0,0,0,0,0,1,3,1,1,3,4,5,4,3,5,1,3,2,2,4,1,2,1,4,5,2,1,1,5,3,1,1,4,4,4,5,1,4,5,1,3,3,6,1,6,6,6,5,3,5,6,3,4,7,6,1,1,1,5,5,1,5,1,7,11,14,15,2,3,0,0,1,5,3,1,0,2,122,2,17,4,1,1,0,2,4,4,0,4,5,5,1,1,0,1,0,1,0,4,5,1,9.2,6,3.06,3.4,2,1.13,-0.17,-3.2,-0.056,0.02,0.3,0.005,7,9.1,2.34,-0.2,-1,-0.08,-0.101,-5.3,-0.034,1.3,5.2,0.432,1.55,4,0.516,-2.06,-3.3,-0.686,-13.1,-30.1,-4.38,-3.7,-34.2,-1.23,-118.1,-30.1,-39.37,51.3,4.7,17.08,1,2,3,1
Athlete_570,2010,Last570,Peewee Minor,1,138.1,162,5.32,5.53,76.5,21.4,1.91,21.55,31.2,46.68,30.6,8,345,664,4,3,2,4,2,1,0,0,0,0,0,2,2,5,2,3,3,5,2,3,5,2,2,5,2,2,3,3,5,4,3,2,3,4,5,5,5,2,2,3,1,3,5,1,2,6,3,6,3,1,6,2,1,6,3,6,7,7,7,2,6,6,4,3,4,5,2,2,6,9,12,11,1,4,0,0,3,5,1,1,1,3,126,5,17,3,2,3,0,3,1,5,1,4,1,2,1,1,0,0,1,0,0,5,3,1,-13.4,-9.7,-2.23,-0.2,-0.1,-0.04,0.17,3.1,0.028,-0.08,-1.5,-0.014,-13.1,-17.1,-2.18,-0.1,-0.5,-0.02,-0.134,-7,-0.022,-0.06,-0.3,-0.009,1.78,5.7,0.297,-1.69,-3.6,-0.281,2.2,7.1,0.36,-7.3,-96.5,-1.21,25.6,7.4,4.26,-0.4,-0.1,-0.07,-1,2,6,1
