id,birth_year,ct,gender,category,weight,height,pro_agility_l,pro_agility_r,broad_jump,vertical_jump,dash_10yd,shuttle_100yd,shuttle_150yd,shuttle_300yd,flexed_arm_hang,pull_ups,ue_watt,le_watt,age,demo_edu,demo_income,demo_fin_support,demo_sports_access,demo_years_org_sport,demo_race_asian,demo_race_black,demo_race_hispanic,demo_race_native,demo_race_pacific,demo_race_white,mtq1,mtq2,mtq3,mtq4,mtq5,mtq6,mtq7,mtq8,mtq9,mtq10,grt1,grt2,grt3,grt4,grt5,grt6,grt7,grt8,res1,res2,res3,res4,res5,res6,res7,res8,res9,res10,se1,se2,se3,se4,se5,se6,sms1,sms2,sms3,sms4,sms5,sms6,sms7,sms8,sms9,sms10,sms11,sms12,sms13,sms14,sms15,sms16,sms17,sms18,twc1,twc2,twc3,twc4,twc5,hst_age_first_league,hst_age_regular_hky,hst_age_supervised,hst_age_main_sport,hst_practice_hrs_band,hst_game_hrs_band,hst_hky_8plus_months,hst_multi_sport_level,hst_effort,hst_focus,hst_enjoyment,hst_camps_freq,hst_relocated,cog_refocus_speed,cog_stay_locked_in,sleep_hrs_band,nut_balanced_meals,nut_hydration_freq,nut_post_snack_freq,nut_knowledge_conf,nut_limiting_factors,nut_energy_mornings,cog_game_recognition,cog_puck_decision_conf,cog_decision_effectiveness,cog_pregame_anxiety,coach_comfort_asking,coach_understands_you,weight_abs_impr,weight_rel_impr_pct,weight_impr_per_year,height_abs_impr,height_rel_impr_pct,height_impr_per_year,pro_agility_l_abs_impr,pro_agility_l_rel_impr_pct,pro_agility_l_impr_per_year,pro_agility_r_abs_impr,pro_agility_r_rel_impr_pct,pro_agility_r_impr_per_year,broad_jump_abs_impr,broad_jump_rel_impr_pct,broad_jump_impr_per_year,vertical_jump_abs_impr,vertical_jump_rel_impr_pct,vertical_jump_impr_per_year,dash_10yd_abs_impr,dash_10yd_rel_impr_pct,dash_10yd_impr_per_year,shuttle_100yd_abs_impr,shuttle_100yd_rel_impr_pct,shuttle_100yd_impr_per_year,shuttle_150yd_abs_impr,shuttle_150yd_rel_impr_pct,shuttle_150yd_impr_per_year,shuttle_300yd_abs_impr,shuttle_300yd_rel_impr_pct,shuttle_300yd_impr_per_year,flexed_arm_hang_abs_impr,flexed_arm_hang_rel_impr_pct,flexed_arm_hang_impr_per_year,pull_ups_abs_impr,pull_ups_rel_impr_pct,pull_ups_impr_per_year,ue_watt_abs_impr,ue_watt_rel_impr_pct,ue_watt_impr_per_year,le_watt_abs_impr,le_watt_rel_impr_pct,le_watt_impr_per_year,category_progression,num_tests,ever_promoted_between_tests,target_pro_success
Athlete 571,2010,Under 12 Girls,0,2,146.5,63.5,5.97,6.02,61,12.5,2.27,,,66.33,43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,6.93%,0,1.25,2.01%,0,0.26,4.55%,0,0.41,7.31%,0,3,4.92%,0,1.5,12.00%,0,0.07,3.18%,0,0,0.00%,0,0,0.00%,0,1,1.51%,0,2,4.88%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,2,0,0
Athlete 572,2010,Under 12 Girls,0,2,91.4,60.75,5.49,5.66,67,14.5,2.25,,,62.33,,7,372,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,4.22%,0,0.5,0.83%,0,0.07,1.29%,0,0.15,2.72%,0,12,17.91%,0,1,6.90%,0,0.15,7.14%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,3,42.86%,0,51,13.71%,0,88,12.74%,0,0,2,0,0
Athlete 572,2010,Under 12 Girls,0,2,87.7,60.25,5.42,5.51,79,15.5,2.1,,,,,10,423,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,4.22%,0,0.5,0.83%,0,0.07,1.29%,0,0.15,2.72%,0,12,17.91%,0,1,6.90%,0,0.15,7.14%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,3,42.86%,0,51,13.71%,0,88,12.74%,0,0,2,0,0
Athlete 573,2010,Under 14 Girls,0,4,,63.25,5.13,5.16,61,21.5,2.08,20.33,,,24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 574,2010,Peewee Major,2,4,111.9,65,4.64,4.72,89,20,1.93,,,,,12,384,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 575,2010,Squirt Minor,2,1,,56.5,5.41,5.66,73,,2.14,,,60.3,,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,7.25,12.83%,3.63,0.77,16.59%,0.39,1.01,21.72%,0.51,12,16.44%,6,0,0.00%,0,0.29,15.68%,0.15,0,0.00%,0,0,0.00%,0,0.97,1.63%,0.48,0,0.00%,0,7,100.00%,3.5,0,0.00%,0,0,0.00%,0,2,2,1,0
Athlete 575,2010,Peewee Minor,2,3,108.2,63.75,4.64,4.65,85,21.5,1.85,,,59.3,,14,561,"1,244.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,7.25,12.83%,3.63,0.77,16.59%,0.39,1.01,21.72%,0.51,12,16.44%,6,0,0.00%,0,0.29,15.68%,0.15,0,0.00%,0,0,0.00%,0,0.97,1.63%,0.48,0,0.00%,0,7,100.00%,3.5,0,0.00%,0,0,0.00%,0,2,2,1,0
Athlete 576,2010,Under 12 Girls,0,2,109.5,63.5,5.37,5.74,60,14.5,2.27,,29,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,19.73%,10.8,4.25,6.69%,2.13,0.08,1.51%,0.04,0.54,10.38%,0.27,7,11.67%,3.5,4.5,31.03%,2.25,0.21,10.19%,0.11,0,0.00%,0,1.67,6.11%,0.84,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,3,1,0
Athlete 576,2010,Under 12 Girls,0,2,131.1,66.25,5.29,5.68,60,15,2.24,,27.33,,43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,19.73%,10.8,4.25,6.69%,2.13,0.08,1.51%,0.04,0.54,10.38%,0.27,7,11.67%,3.5,4.5,31.03%,2.25,0.21,10.19%,0.11,0,0.00%,0,1.67,6.11%,0.84,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,3,1,0
Athlete 576,2010,Under 14 Girls,0,4,,67.75,5.31,5.2,67,19,2.06,,28,,43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,19.73%,10.8,4.25,6.69%,2.13,0.08,1.51%,0.04,0.54,10.38%,0.27,7,11.67%,3.5,4.5,31.03%,2.25,0.21,10.19%,0.11,0,0.00%,0,1.67,6.11%,0.84,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,3,1,0
Athlete 578,2010,Squirt Minor,2,1,,53,5.66,5.59,61,,2.23,,,,31,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,2,3.77%,2,0.04,0.71%,0.04,0.01,0.18%,0.01,2.5,4.10%,2.5,0,0.00%,0,0.07,3.24%,0.07,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,16.13%,5,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,2,1,0
Athlete 578,2010,Squirt Major,2,2,103.1,55,5.62,5.6,64,13,2.16,,,,36,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,2,3.77%,2,0.04,0.71%,0.04,0.01,0.18%,0.01,2.5,4.10%,2.5,0,0.00%,0,0.07,3.24%,0.07,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,16.13%,5,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,2,1,0
Athlete 579,2010,Squirt Major,2,2,89,57.5,5.41,5.38,70,14.5,2.02,,,,,4,319,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 58,2003,Under 19 Girls,0,7,,,,,,,,,,,,10,427,"1,211.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 580,2010,Squirt Minor,2,1,,52.5,5.38,5.26,66,,2.16,,,62.33,,16,473,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 581,2010,Peewee Major,2,4,107.1,64.75,5.03,4.99,70,18,2.03,20,,,13,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 582,2010,Squirt Minor,2,1,,58,5.33,5.2,66,,2.13,22,,,18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56.08%,10.6,12,20.69%,2.4,0.77,16.89%,0.15,0.51,10.87%,0.1,24,36.36%,4.8,7,42.42%,1.4,0.37,21.02%,0.07,2.33,11.27%,0.47,0,0.00%,0,0,0.00%,0,8,80.00%,1.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 582,2010,Squirt Major,2,2,94.5,61,5.05,5.09,71,19.5,2.08,23,,,10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56.08%,10.6,12,20.69%,2.4,0.77,16.89%,0.15,0.51,10.87%,0.1,24,36.36%,4.8,7,42.42%,1.4,0.37,21.02%,0.07,2.33,11.27%,0.47,0,0.00%,0,0,0.00%,0,8,80.00%,1.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 582,2010,Peewee Minor,2,3,102.7,63.25,4.82,4.82,78,16.5,1.94,22,,,11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56.08%,10.6,12,20.69%,2.4,0.77,16.89%,0.15,0.51,10.87%,0.1,24,36.36%,4.8,7,42.42%,1.4,0.37,21.02%,0.07,2.33,11.27%,0.47,0,0.00%,0,0,0.00%,0,8,80.00%,1.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 582,2010,Bantam Minor,2,5,130.6,68,4.74,4.84,72,19,2.03,21.67,,,16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56.08%,10.6,12,20.69%,2.4,0.77,16.89%,0.15,0.51,10.87%,0.1,24,36.36%,4.8,7,42.42%,1.4,0.37,21.02%,0.07,2.33,11.27%,0.47,0,0.00%,0,0,0.00%,0,8,80.00%,1.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 582,2010,Bantam Major,2,6,147.5,70,4.56,4.69,90,23.5,1.76,20.67,,,14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56.08%,10.6,12,20.69%,2.4,0.77,16.89%,0.15,0.51,10.87%,0.1,24,36.36%,4.8,7,42.42%,1.4,0.37,21.02%,0.07,2.33,11.27%,0.47,0,0.00%,0,0,0.00%,0,8,80.00%,1.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 583,2010,Peewee Major,2,4,101.8,64,4.88,4.99,72,17,1.97,19,,,20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 584,2010,Squirt Minor,2,1,,57.5,5.31,5.49,68,,2.16,20,,,76,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,66.17%,11.54,15,26.09%,3,1.04,24.36%,0.21,1.15,26.50%,0.23,24,35.29%,4.8,9,60.00%,1.8,0.41,23.43%,0.08,2.67,13.79%,0.53,0,0.00%,0,0,0.00%,0,73,1042.86%,14.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 584,2010,Squirt Major,2,2,87.2,59.75,4.98,5.43,71,15,2,21,,,80,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,66.17%,11.54,15,26.09%,3,1.04,24.36%,0.21,1.15,26.50%,0.23,24,35.29%,4.8,9,60.00%,1.8,0.41,23.43%,0.08,2.67,13.79%,0.53,0,0.00%,0,0,0.00%,0,73,1042.86%,14.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 584,2010,Peewee Minor,2,3,97.7,inj,inj,inj,inj,inj,inj,20,,,17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,66.17%,11.54,15,26.09%,3,1.04,24.36%,0.21,1.15,26.50%,0.23,24,35.29%,4.8,9,60.00%,1.8,0.41,23.43%,0.08,2.67,13.79%,0.53,0,0.00%,0,0,0.00%,0,73,1042.86%,14.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 584,2010,Bantam Minor,2,5,125,68.75,4.85,5.05,80,20.5,1.91,22,,,7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,66.17%,11.54,15,26.09%,3,1.04,24.36%,0.21,1.15,26.50%,0.23,24,35.29%,4.8,9,60.00%,1.8,0.41,23.43%,0.08,2.67,13.79%,0.53,0,0.00%,0,0,0.00%,0,73,1042.86%,14.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 584,2010,Bantam Major,2,6,144.9,72.5,4.27,4.34,92,24,1.75,19.33,,,18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,66.17%,11.54,15,26.09%,3,1.04,24.36%,0.21,1.15,26.50%,0.23,24,35.29%,4.8,9,60.00%,1.8,0.41,23.43%,0.08,2.67,13.79%,0.53,0,0.00%,0,0,0.00%,0,73,1042.86%,14.6,0,0.00%,0,0,0.00%,0,0,0.00%,0,5,5,1,0
Athlete 585,2010,Peewee Major,2,4,86.7,58,4.9,4.91,75,16.5,1.82,,,,,-,inj,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,1,0,0
Athlete 586,2010,Squirt Major,2,2,73.8,55.5,5.01,5,73,17,1.84,,,,,10,432,"1,009.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29.81%,7.33,5,9.01%,1.67,0.26,5.47%,0.09,0.25,5.26%,0.08,3.5,4.83%,1.17,0.5,3.03%,0.17,0.04,2.17%,0.01,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,9,90.00%,3,73,19.95%,24.33,633,105.15%,211,3,3,1,0
Athlete 586,2010,Peewee Minor,2,3,82.6,57.5,4.85,4.75,78,16.5,1.85,,,,,11,366,"1,235.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29.81%,7.33,5,9.01%,1.67,0.26,5.47%,0.09,0.25,5.26%,0.08,3.5,4.83%,1.17,0.5,3.03%,0.17,0.04,2.17%,0.01,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,9,90.00%,3,73,19.95%,24.33,633,105.15%,211,3,3,1,0
Athlete 586,2010,Bantam Minor,2,5,95.8,60.5,4.75,4.76,76,17,1.88,,,,,19,439,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29.81%,7.33,5,9.01%,1.67,0.26,5.47%,0.09,0.25,5.26%,0.08,3.5,4.83%,1.17,0.5,3.03%,0.17,0.04,2.17%,0.01,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,9,90.00%,3,73,19.95%,24.33,633,105.15%,211,3,3,1,0
